Month,City,Company,Total Monthly Hours
January,Gurgaon,Orient Green,846.56
December,Gurgaon,Adani Power Ltd.,670.56
August,Gurgaon,Tata Power Company Ltd.,1650.0
February,Gurgaon,Reliance Energy,679.36
April,Gurgaon,Reliance Energy,1636.8
May,Gurgaon,Reliance Energy,1812.8
September,Gurgaon,Indowind Energy,1499.52
October,Gurgaon,Tata Power Company Ltd.,1416.8
July,Gurgaon,Reliance Energy,1630.2
August,Gurgaon,Reliance Energy,1244.1
December,Gurgaon,Orient Green,871.2
January,Gurgaon,Adani Power Ltd.,1031.36
February,Gurgaon,Orient Green,635.36
July,Gurgaon,Indowind Energy,2296.8
April,Gurgaon,Adani Power Ltd.,1679.7
May,Gurgaon,Orient Green,2776.4
February,Gurgaon,Adani Power Ltd.,1020.8
October,Gurgaon,Reliance Energy,1001.0
September,Gurgaon,Indowind Energy,1351.68
February,Gurgaon,Reliance Energy,535.04
May,Gurgaon,Orient Green,1949.2
May,Gurgaon,Orient Green,1984.4
September,Gurgaon,Indowind Energy,1296.24
April,Gurgaon,Tata Power Company Ltd.,2128.5
April,Gurgaon,Reliance Energy,1620.3
October,Gurgaon,Reliance Energy,1377.2
June,Gurgaon,Reliance Energy,2673.0
June,Gurgaon,Reliance Energy,2890.8
November,Gurgaon,Reliance Energy,883.52
October,Gurgaon,Tata Power Company Ltd.,1181.4
September,Gurgaon,Adani Power Ltd.,1568.16
April,Gurgaon,Tata Power Company Ltd.,2125.2
July,Gurgaon,Reliance Energy,4481.4
February,Gurgaon,Tata Power Company Ltd.,899.36
January,Gurgaon,Indowind Energy,742.72
August,Gurgaon,Adani Power Ltd.,1719.3
March,Gurgaon,Tata Power Company Ltd.,899.8
July,Gurgaon,Orient Green,4402.2
July,Gurgaon,Reliance Energy,3649.8
April,Gurgaon,Indowind Energy,1346.4
February,Gurgaon,Indowind Energy,667.04
September,Gurgaon,Tata Power Company Ltd.,1378.08
April,Gurgaon,Indowind Energy,1834.8
June,Gurgaon,Orient Green,3742.2
April,Gurgaon,Reliance Energy,1277.1
March,Gurgaon,Orient Green,1117.6
September,Gurgaon,Tata Power Company Ltd.,1488.96
November,Gurgaon,Orient Green,802.56
June,Gurgaon,Adani Power Ltd.,3828.0
June,Gurgaon,Reliance Energy,4725.6
July,Gurgaon,Indowind Energy,3445.2
March,Gurgaon,Adani Power Ltd.,1240.8
November,Gurgaon,Reliance Energy,767.36
October,Gurgaon,Tata Power Company Ltd.,1190.2
September,Gurgaon,Indowind Energy,1082.4
April,Gurgaon,Orient Green,1894.2
December,Gurgaon,Tata Power Company Ltd.,1029.6
December,Gurgaon,Tata Power Company Ltd.,716.32
October,Gurgaon,Indowind Energy,1368.4
June,Gurgaon,Reliance Energy,4540.8
October,Gurgaon,Adani Power Ltd.,1320.0
February,Gurgaon,Reliance Energy,1288.32
June,Gurgaon,Adani Power Ltd.,4243.8
January,Gurgaon,Indowind Energy,946.88
July,Gurgaon,Orient Green,3834.6
July,Gurgaon,Indowind Energy,2739.0
November,Gurgaon,Orient Green,573.76
April,Gurgaon,Indowind Energy,1907.4
July,Gurgaon,Orient Green,4039.2
September,Gurgaon,Tata Power Company Ltd.,1631.52
November,Gurgaon,Indowind Energy,1008.48
January,Gurgaon,Tata Power Company Ltd.,1186.24
September,Gurgaon,Adani Power Ltd.,1953.6
December,Gurgaon,Orient Green,742.72
February,Gurgaon,Indowind Energy,968.0
May,Gurgaon,Reliance Energy,2613.6
January,Gurgaon,Orient Green,973.28
July,Gurgaon,Tata Power Company Ltd.,3168.0
February,Gurgaon,Reliance Energy,853.6
November,Gurgaon,Orient Green,1112.32
November,Gurgaon,Indowind Energy,388.96
October,Gurgaon,Orient Green,1104.4
November,Gurgaon,Adani Power Ltd.,1195.04
April,Gurgaon,Tata Power Company Ltd.,1475.1
May,Gurgaon,Tata Power Company Ltd.,2675.2
September,Gurgaon,Tata Power Company Ltd.,1232.88
June,Gurgaon,Orient Green,4686.0
August,Gurgaon,Reliance Energy,1541.1
May,Gurgaon,Indowind Energy,1760.0
September,Gurgaon,Reliance Energy,1349.04
September,Gurgaon,Orient Green,1562.88
November,Gurgaon,Reliance Energy,1305.92
March,Gurgaon,Orient Green,1366.2
April,Gurgaon,Adani Power Ltd.,1669.8
June,Gurgaon,Indowind Energy,3537.6
November,Gurgaon,Indowind Energy,681.12
April,Gurgaon,Orient Green,1244.1
February,Gurgaon,Tata Power Company Ltd.,596.64
August,Gurgaon,Adani Power Ltd.,1963.5
February,Gurgaon,Orient Green,762.08
March,Gurgaon,Reliance Energy,1027.4
June,Gurgaon,Tata Power Company Ltd.,3359.4
October,Gurgaon,Indowind Energy,873.4
October,Gurgaon,Adani Power Ltd.,1370.6
December,Gurgaon,Tata Power Company Ltd.,480.48
October,Gurgaon,Indowind Energy,1051.6
August,Gurgaon,Adani Power Ltd.,1861.2
November,Gurgaon,Tata Power Company Ltd.,966.24
August,Gurgaon,Orient Green,2059.2
October,Gurgaon,Tata Power Company Ltd.,1240.8
August,Gurgaon,Orient Green,1996.5
June,Gurgaon,Indowind Energy,3088.8
October,Gurgaon,Adani Power Ltd.,1194.6
July,Gurgaon,Orient Green,3808.2
March,Gurgaon,Orient Green,1447.6
October,Gurgaon,Orient Green,1144.0
August,Gurgaon,Tata Power Company Ltd.,1567.5
October,Gurgaon,Orient Green,1227.6
December,Gurgaon,Tata Power Company Ltd.,1008.48
March,Gurgaon,Indowind Energy,974.6
November,Gurgaon,Tata Power Company Ltd.,765.6
February,Gurgaon,Reliance Energy,836.0
September,Gurgaon,Orient Green,1127.28
August,Gurgaon,Orient Green,1584.0
September,Gurgaon,Orient Green,1782.0
April,Gurgaon,Tata Power Company Ltd.,1894.2
June,Gurgaon,Indowind Energy,4435.2
December,Gurgaon,Adani Power Ltd.,915.2
March,Gurgaon,Adani Power Ltd.,1661.0
August,Gurgaon,Reliance Energy,1135.2
December,Gurgaon,Indowind Energy,758.56
December,Gurgaon,Indowind Energy,971.52
January,Gurgaon,Tata Power Company Ltd.,978.56
September,Gurgaon,Reliance Energy,873.84
July,Gurgaon,Indowind Energy,4237.2
September,Gurgaon,Reliance Energy,960.96
May,Gurgaon,Reliance Energy,1883.2
September,Gurgaon,Orient Green,1087.68
August,Hyderabad,Adani Power Ltd.,438.6
December,Hyderabad,Orient Green,308.04
November,Hyderabad,Reliance Energy,356.32
June,Hyderabad,Adani Power Ltd.,1512.15
January,Hyderabad,Orient Green,294.44
April,Hyderabad,Orient Green,606.9
April,Hyderabad,Reliance Energy,488.325
February,Hyderabad,Orient Green,485.52
February,Hyderabad,Tata Power Company Ltd.,367.88
April,Hyderabad,Reliance Energy,928.2
March,Hyderabad,Tata Power Company Ltd.,414.8
January,Hyderabad,Adani Power Ltd.,410.04
September,Hyderabad,Adani Power Ltd.,780.3
April,Hyderabad,Adani Power Ltd.,549.525
July,Hyderabad,Orient Green,1053.15
February,Hyderabad,Tata Power Company Ltd.,214.2
June,Hyderabad,Indowind Energy,1481.55
April,Hyderabad,Tata Power Company Ltd.,601.8
December,Hyderabad,Tata Power Company Ltd.,241.4
October,Hyderabad,Adani Power Ltd.,414.8
November,Hyderabad,Reliance Energy,259.08
July,Hyderabad,Indowind Energy,1308.15
March,Hyderabad,Reliance Energy,376.55
November,Hyderabad,Adani Power Ltd.,301.24
May,Hyderabad,Indowind Energy,1071.0
June,Hyderabad,Tata Power Company Ltd.,963.9
July,Hyderabad,Orient Green,1343.85
August,Hyderabad,Orient Green,754.8
May,Hyderabad,Orient Green,450.5
November,Hyderabad,Tata Power Company Ltd.,362.44
December,Hyderabad,Adani Power Ltd.,244.8
December,Hyderabad,Indowind Energy,390.32
November,Hyderabad,Reliance Energy,335.24
December,Hyderabad,Reliance Energy,364.48
June,Hyderabad,Tata Power Company Ltd.,1088.85
April,Hyderabad,Reliance Energy,912.9
April,Hyderabad,Tata Power Company Ltd.,715.275
June,Hyderabad,Orient Green,1468.8
December,Hyderabad,Orient Green,420.24
June,Hyderabad,Adani Power Ltd.,1206.15
December,Hyderabad,Tata Power Company Ltd.,354.96
March,Hyderabad,Adani Power Ltd.,509.15
April,Hyderabad,Adani Power Ltd.,698.7
July,Hyderabad,Orient Green,1287.75
June,Hyderabad,Adani Power Ltd.,1425.45
November,Hyderabad,Adani Power Ltd.,344.08
October,Hyderabad,Adani Power Ltd.,375.7
March,Hyderabad,Adani Power Ltd.,574.6
July,Hyderabad,Indowind Energy,1264.8
October,Hyderabad,Tata Power Company Ltd.,643.45
February,Hyderabad,Orient Green,273.36
November,Hyderabad,Adani Power Ltd.,438.6
November,Hyderabad,Tata Power Company Ltd.,527.0
September,Hyderabad,Orient Green,473.28
July,Hyderabad,Orient Green,1053.15
August,Hyderabad,Reliance Energy,692.325
August,Hyderabad,Orient Green,830.025
October,Hyderabad,Adani Power Ltd.,573.75
October,Hyderabad,Reliance Energy,489.6
February,Hyderabad,Indowind Energy,310.08
July,Hyderabad,Reliance Energy,1619.25
March,Hyderabad,Reliance Energy,340.85
June,Hyderabad,Orient Green,1254.6
July,Hyderabad,Adani Power Ltd.,2078.25
May,Hyderabad,Tata Power Company Ltd.,703.8
September,Hyderabad,Indowind Energy,402.9
April,Hyderabad,Tata Power Company Ltd.,706.35
July,Hyderabad,Adani Power Ltd.,928.2
November,Hyderabad,Reliance Energy,350.88
July,Hyderabad,Orient Green,1417.8
February,Hyderabad,Orient Green,373.32
December,Hyderabad,Tata Power Company Ltd.,436.56
October,Hyderabad,Reliance Energy,560.15
December,Hyderabad,Orient Green,384.2
October,Hyderabad,Orient Green,568.65
January,Hyderabad,Adani Power Ltd.,358.36
October,Hyderabad,Reliance Energy,300.05
April,Hyderabad,Adani Power Ltd.,837.675
February,Hyderabad,Adani Power Ltd.,489.6
April,Hyderabad,Tata Power Company Ltd.,981.75
September,Hyderabad,Orient Green,606.9
April,Hyderabad,Orient Green,563.55
June,Hyderabad,Adani Power Ltd.,1369.35
September,Hyderabad,Indowind Energy,569.16
August,Hyderabad,Adani Power Ltd.,590.325
September,Hyderabad,Orient Green,594.66
August,Hyderabad,Reliance Energy,626.025
November,Hyderabad,Tata Power Company Ltd.,429.76
January,Hyderabad,Reliance Energy,350.88
July,Hyderabad,Adani Power Ltd.,1331.1
July,Hyderabad,Adani Power Ltd.,1280.1
August,Hyderabad,Indowind Energy,750.975
April,Hyderabad,Orient Green,517.65
April,Hyderabad,Adani Power Ltd.,750.975
November,Hyderabad,Adani Power Ltd.,254.32
December,Hyderabad,Orient Green,281.52
February,Hyderabad,Adani Power Ltd.,417.52
February,Hyderabad,Adani Power Ltd.,216.92
December,Hyderabad,Tata Power Company Ltd.,476.68
October,Hyderabad,Indowind Energy,543.15
July,Hyderabad,Indowind Energy,1037.85
October,Hyderabad,Adani Power Ltd.,402.05
May,Hyderabad,Indowind Energy,861.9
April,Hyderabad,Adani Power Ltd.,780.3
February,Hyderabad,Reliance Energy,265.2
January,Hyderabad,Tata Power Company Ltd.,349.52
August,Hyderabad,Orient Green,608.175
March,Hyderabad,Orient Green,501.5
October,Hyderabad,Reliance Energy,555.9
March,Hyderabad,Adani Power Ltd.,201.45
December,Hyderabad,Adani Power Ltd.,385.56
February,Hyderabad,Indowind Energy,318.24
August,Hyderabad,Reliance Energy,604.35
October,Hyderabad,Reliance Energy,505.75
July,Hyderabad,Orient Green,1129.65
September,Hyderabad,Orient Green,243.78
February,Hyderabad,Tata Power Company Ltd.,403.92
June,Hyderabad,Adani Power Ltd.,1624.35
November,Hyderabad,Orient Green,259.08
August,Hyderabad,Indowind Energy,609.45
May,Hyderabad,Tata Power Company Ltd.,1218.9
July,Hyderabad,Adani Power Ltd.,1147.5
July,Hyderabad,Adani Power Ltd.,1088.85
September,Hyderabad,Indowind Energy,609.96
July,Hyderabad,Tata Power Company Ltd.,1382.1
January,Hyderabad,Tata Power Company Ltd.,383.52
January,Hyderabad,Orient Green,312.12
June,Hyderabad,Indowind Energy,1402.5
June,Hyderabad,Reliance Energy,1282.65
April,Hyderabad,Adani Power Ltd.,791.775
February,Hyderabad,Orient Green,306.68
August,Hyderabad,Tata Power Company Ltd.,952.425
November,Hyderabad,Tata Power Company Ltd.,365.16
June,Hyderabad,Indowind Energy,1124.55
October,Hyderabad,Reliance Energy,916.3
February,Hyderabad,Indowind Energy,390.32
November,Hyderabad,Orient Green,722.16
March,Hyderabad,Tata Power Company Ltd.,804.1
October,Hyderabad,Indowind Energy,1077.8
May,Hyderabad,Orient Green,1958.4
November,Hyderabad,Adani Power Ltd.,580.72
January,Hyderabad,Adani Power Ltd.,871.76
November,Hyderabad,Tata Power Company Ltd.,792.88
November,Hyderabad,Adani Power Ltd.,659.6
May,Hyderabad,Adani Power Ltd.,1791.8
February,Hyderabad,Indowind Energy,567.12
October,Hyderabad,Tata Power Company Ltd.,875.5
September,Hyderabad,Indowind Energy,1048.56
April,Hyderabad,Tata Power Company Ltd.,1399.95
June,Hyderabad,Tata Power Company Ltd.,1749.3
February,Hyderabad,Indowind Energy,650.08
March,Hyderabad,Tata Power Company Ltd.,970.7
May,Hyderabad,Reliance Energy,1557.2
April,Hyderabad,Reliance Energy,711.45
August,Hyderabad,Adani Power Ltd.,1134.75
October,Hyderabad,Reliance Energy,1222.3
November,Hyderabad,Adani Power Ltd.,728.96
June,Hyderabad,Adani Power Ltd.,2412.3
May,Hyderabad,Tata Power Company Ltd.,2291.6
April,Hyderabad,Indowind Energy,655.35
August,Hyderabad,Reliance Energy,1527.45
August,Hyderabad,Reliance Energy,897.6
April,Hyderabad,Adani Power Ltd.,1479.0
March,Hyderabad,Adani Power Ltd.,601.8
May,Hyderabad,Orient Green,1601.4
January,Hyderabad,Reliance Energy,629.68
December,Hyderabad,Reliance Energy,510.0
December,Hyderabad,Orient Green,752.08
December,Hyderabad,Indowind Energy,490.96
April,Hyderabad,Reliance Energy,1088.85
August,Hyderabad,Indowind Energy,1415.25
September,Hyderabad,Orient Green,779.28
April,Hyderabad,Orient Green,1216.35
March,Hyderabad,Orient Green,530.4
December,Hyderabad,Adani Power Ltd.,851.36
June,Hyderabad,Indowind Energy,1581.0
November,Hyderabad,Adani Power Ltd.,376.72
May,Hyderabad,Adani Power Ltd.,1190.0
January,Hyderabad,Indowind Energy,505.92
October,Hyderabad,Tata Power Company Ltd.,948.6
July,Hyderabad,Adani Power Ltd.,3498.6
February,Hyderabad,Orient Green,632.4
November,Hyderabad,Indowind Energy,881.28
December,Hyderabad,Indowind Energy,685.44
May,Hyderabad,Reliance Energy,1686.4
April,Hyderabad,Orient Green,1226.55
July,Hyderabad,Orient Green,4641.0
March,Hyderabad,Reliance Energy,1082.9
May,Hyderabad,Orient Green,1751.0
June,Hyderabad,Orient Green,3238.5
November,Hyderabad,Adani Power Ltd.,871.76
February,Hyderabad,Adani Power Ltd.,565.76
November,Hyderabad,Reliance Energy,707.2
July,Hyderabad,Tata Power Company Ltd.,1887.0
May,Hyderabad,Indowind Energy,863.6
March,Hyderabad,Indowind Energy,938.4
September,Hyderabad,Indowind Energy,1156.68
December,Hyderabad,Tata Power Company Ltd.,616.08
December,Hyderabad,Orient Green,837.76
August,Hyderabad,Tata Power Company Ltd.,1787.55
June,Hyderabad,Orient Green,2391.9
January,Hyderabad,Tata Power Company Ltd.,821.44
January,Hyderabad,Tata Power Company Ltd.,646.0
September,Hyderabad,Reliance Energy,663.0
January,Hyderabad,Orient Green,617.44
February,Hyderabad,Tata Power Company Ltd.,597.04
May,Hyderabad,Indowind Energy,2182.8
March,Hyderabad,Orient Green,882.3
January,Hyderabad,Indowind Energy,631.04
June,Hyderabad,Orient Green,1779.9
July,Hyderabad,Tata Power Company Ltd.,2468.4
November,Hyderabad,Reliance Energy,840.48
June,Hyderabad,Orient Green,2034.9
September,Hyderabad,Tata Power Company Ltd.,1283.16
June,Hyderabad,Adani Power Ltd.,1723.8
February,Hyderabad,Tata Power Company Ltd.,590.24
February,Hyderabad,Adani Power Ltd.,888.08
April,Hyderabad,Indowind Energy,1099.05
March,Hyderabad,Indowind Energy,834.7
December,Hyderabad,Orient Green,811.92
July,Hyderabad,Orient Green,2922.3
February,Hyderabad,Orient Green,331.84
September,Hyderabad,Orient Green,1332.12
January,Hyderabad,Tata Power Company Ltd.,617.44
November,Hyderabad,Tata Power Company Ltd.,629.68
February,Hyderabad,Adani Power Ltd.,606.56
September,Hyderabad,Indowind Energy,1436.16
January,Hyderabad,Indowind Energy,675.92
March,Hyderabad,Orient Green,982.6
October,Hyderabad,Adani Power Ltd.,953.7
October,Hyderabad,Adani Power Ltd.,928.2
November,Hyderabad,Tata Power Company Ltd.,527.68
October,Hyderabad,Tata Power Company Ltd.,1421.2
May,Hyderabad,Indowind Energy,1931.2
March,Hyderabad,Adani Power Ltd.,936.7
July,Hyderabad,Tata Power Company Ltd.,2213.4
June,Hyderabad,Reliance Energy,2126.7
November,Hyderabad,Orient Green,796.96
February,Hyderabad,Tata Power Company Ltd.,648.72
June,Hyderabad,Reliance Energy,2626.5
October,Hyderabad,Orient Green,748.0
August,Hyderabad,Reliance Energy,935.85
June,Hyderabad,Indowind Energy,2708.1
April,Hyderabad,Orient Green,1091.4
July,Hyderabad,Orient Green,1443.3
May,Hyderabad,Adani Power Ltd.,1339.6
February,Hyderabad,Indowind Energy,554.88
September,Hyderabad,Indowind Energy,973.08
March,Hyderabad,Adani Power Ltd.,1264.8
November,Hyderabad,Tata Power Company Ltd.,558.96
April,Hyderabad,Indowind Energy,1626.9
July,Hyderabad,Indowind Energy,2514.3
May,Hyderabad,Reliance Energy,1978.8
December,Hyderabad,Reliance Energy,794.24
January,Hyderabad,Tata Power Company Ltd.,500.48
February,Hyderabad,Tata Power Company Ltd.,391.68
January,Hyderabad,Reliance Energy,605.2
December,Hyderabad,Indowind Energy,837.76
November,Hyderabad,Orient Green,952.0
August,Hyderabad,Orient Green,1639.65
March,Hyderabad,Tata Power Company Ltd.,984.3
July,Hyderabad,Reliance Energy,2366.4
November,Hyderabad,Tata Power Company Ltd.,448.8
January,Hyderabad,Adani Power Ltd.,874.48
March,Hyderabad,Tata Power Company Ltd.,1150.9
February,Hyderabad,Tata Power Company Ltd.,735.76
March,Hyderabad,Tata Power Company Ltd.,671.5
August,Hyderabad,Orient Green,1484.1
April,Hyderabad,Indowind Energy,1848.75
May,Hyderabad,Reliance Energy,1516.4
September,Hyderabad,Orient Green,1130.16
March,Hyderabad,Tata Power Company Ltd.,722.5
February,Hyderabad,Adani Power Ltd.,403.92
March,Hyderabad,Reliance Energy,1293.7
May,Hyderabad,Tata Power Company Ltd.,1040.4
October,Hyderabad,Orient Green,1001.3
January,Hyderabad,Adani Power Ltd.,757.52
August,Hyderabad,Tata Power Company Ltd.,1246.95
June,Hyderabad,Adani Power Ltd.,2091.0
July,Hyderabad,Orient Green,2958.0
November,Hyderabad,Tata Power Company Ltd.,724.88
March,Hyderabad,Tata Power Company Ltd.,753.1
September,Hyderabad,Orient Green,1207.68
October,Hyderabad,Orient Green,516.8
August,Hyderabad,Orient Green,1563.15
March,Hyderabad,Indowind Energy,768.4
March,Hyderabad,Indowind Energy,1237.6
April,Hyderabad,Reliance Energy,1249.5
March,Hyderabad,Indowind Energy,1069.3
February,Hyderabad,Adani Power Ltd.,854.08
April,Hyderabad,Orient Green,1020.0
August,Hyderabad,Indowind Energy,1323.45
November,Hyderabad,Tata Power Company Ltd.,927.52
July,Hyderabad,Indowind Energy,3243.6
February,Hyderabad,Adani Power Ltd.,722.16
September,Hyderabad,Indowind Energy,799.68
September,Hyderabad,Indowind Energy,1272.96
November,Hyderabad,Reliance Energy,614.72
December,Hyderabad,Orient Green,761.6
May,Hyderabad,Orient Green,1615.0
October,Hyderabad,Tata Power Company Ltd.,800.7
September,Hyderabad,Adani Power Ltd.,1130.16
July,Hyderabad,Tata Power Company Ltd.,3462.9
February,Hyderabad,Tata Power Company Ltd.,734.4
March,Hyderabad,Tata Power Company Ltd.,853.4
March,Hyderabad,Tata Power Company Ltd.,1004.7
June,Hyderabad,Indowind Energy,4095.3
March,Hyderabad,Indowind Energy,885.7
August,Hyderabad,Indowind Energy,1025.1
March,Hyderabad,Reliance Energy,1038.7
April,Hyderabad,Indowind Energy,1774.8
July,Hyderabad,Indowind Energy,1825.8
April,Hyderabad,Indowind Energy,1308.15
May,Hyderabad,Orient Green,1547.0
May,Hyderabad,Indowind Energy,2356.2
July,Hyderabad,Reliance Energy,1917.6
March,Hyderabad,Orient Green,736.1
August,Hyderabad,Indowind Energy,1180.65
January,Hyderabad,Reliance Energy,586.16
May,Hyderabad,Adani Power Ltd.,1645.6
February,Hyderabad,Adani Power Ltd.,952.0
November,Hyderabad,Reliance Energy,514.08
July,Hyderabad,Tata Power Company Ltd.,2330.7
October,Hyderabad,Reliance Energy,685.1
October,Hyderabad,Tata Power Company Ltd.,627.3
October,Hyderabad,Adani Power Ltd.,479.4
July,Hyderabad,Indowind Energy,3136.5
May,Hyderabad,Indowind Energy,2142.0
June,Hyderabad,Reliance Energy,3840.3
January,Hyderabad,Adani Power Ltd.,529.04
December,Hyderabad,Indowind Energy,1158.72
March,Hyderabad,Orient Green,583.1
September,Hyderabad,Orient Green,1036.32
October,Hyderabad,Adani Power Ltd.,844.9
April,Hyderabad,Orient Green,1407.6
November,Hyderabad,Reliance Energy,549.44
April,Hyderabad,Adani Power Ltd.,1333.65
December,Hyderabad,Reliance Energy,631.04
October,Hyderabad,Orient Green,943.5
January,Hyderabad,Adani Power Ltd.,817.36
July,Hyderabad,Tata Power Company Ltd.,3682.2
April,Hyderabad,Indowind Energy,1652.4
July,Hyderabad,Adani Power Ltd.,2218.5
March,Hyderabad,Indowind Energy,1144.1
October,Hyderabad,Adani Power Ltd.,1174.7
April,Hyderabad,Orient Green,1540.2
September,Hyderabad,Reliance Energy,1436.16
October,Hyderabad,Adani Power Ltd.,482.8
